longitude,latitude,value,impf_max_temp
-2.9093974,54.072807,1,1
-2.726008,54.074055,1,1
-2.5426059,54.07502,1,1
-2.3591948,54.075706,1,1
-2.1757777,54.076115,1,1
-1.9923575,54.076244,1,1
-1.8089374,54.07609,1,1
-1.6255206,54.07566,1,1
-1.4421102,54.07495,1,1
-1.2587092,54.07396,1,1
-1.0753207,54.07269,1,1
-0.89194804,54.07114,1,1
-0.70859414,54.069313,1,1
-0.5252622,54.067204,1,1
-0.34195518,54.06482,1,1
-7.3127127,54.066708,1,1
-6.5816665,54.096844,1,1
-6.3987036,54.103683,1,1
-6.2156663,54.110245,1,1
-6.0325575,54.11653,1,1
-4.565483,54.156776,1,1
-2.727896,54.181908,1,1
-2.544017,54.182877,1,1
-2.360129,54.183567,1,1
-2.1762347,54.18398,1,1
-1.9923376,54.184105,1,1
-1.8084404,54.183956,1,1
-1.6245466,54.18352,1,1
-1.4406593,54.182808,1,1
-1.2567813,54.181812,1,1
-1.0729162,54.18054,1,1
-0.8890668,54.17898,1,1
-0.7052365,54.177147,1,1
-0.52142817,54.17503,1,1
-0.33764517,54.172634,1,1
-7.8752613,54.148506,1,1
-7.692438,54.157314,1,1
-7.5095186,54.165848,1,1
-7.3265057,54.174107,1,1
-7.143402,54.182087,1,1
-6.776936,54.197212,1,1
-6.5935793,54.204357,1,1
-6.410145,54.211227,1,1
-6.2266345,54.217815,1,1
-6.0430527,54.224125,1,1
-4.572173,54.264526,1,1
-3.282785,54.285145,1,1
-3.0984733,54.286964,1,1
-2.9141426,54.2885,1,1
-2.7297964,54.28976,1,1
-2.5454376,54.290733,1,1
-2.3610694,54.291428,1,1
-2.176695,54.291836,1,1
-1.9923176,54.291965,1,1
-1.8079402,54.291813,1,1
-1.6235663,54.291378,1,1
-1.4391987,54.290665,1,1
-1.2548409,54.289665,1,1
-1.0704957,54.288383,1,1
-0.88616663,54.286823,1,1
-0.7018567,54.28498,1,1
-0.517569,54.282856,1,1
-7.8905563,54.2558,1,1
-7.7072635,54.26464,1,1
-7.5238733,54.27321,1,1
-7.3403893,54.281498,1,1
-7.1568136,54.289513,1,1
-6.97315,54.297245,1,1
-6.789401,54.304695,1,1
-6.6055703,54.31187,1,1
-6.4216604,54.318764,1,1
-6.237675,54.32538,1,1
-6.053617,54.331715,1,1
-5.8694887,54.33777,1,1
-5.6852946,54.34354,1,1
-4.5789075,54.372276,1,1
-3.4709191,54.390865,1,1
-3.2861469,54.392975,1,1
-3.1013525,54.394802,1,1
-2.916539,54.396347,1,1
-2.7317095,54.39761,1,1
-2.5468674,54.398586,1,1
-2.362016,54.399284,1,1
-2.1771584,54.399696,1,1
-1.9922974,54.399826,1,1
-1.8074368,54.399673,1,1
-1.6225795,54.399235,1,1
-1.4377286,54.398518,1,1
-1.2528875,54.397514,1,1
-1.0680593,54.39623,1,1
-0.8832473,54.39466,1,1
-0.69845456,54.39281,1,1
-0.51368433,54.39068,1,1
-8.089615,54.353924,1,1
-7.905951,54.363083,1,1
-7.722186,54.371964,1,1
-7.5383224,54.380566,1,1
-7.354364,54.38889,1,1
-7.1703134,54.39693,1,1
-6.9861736,54.404694,1,1
-6.8019485,54.412178,1,1
-6.6176405,54.41938,1,1
-6.4332523,54.4263,1,1
-6.2487884,54.43294,1,1
-6.0642505,54.4393,1,1
-5.8796425,54.445377,1,1
-5.6949677,54.451176,1,1
-5.5102286,54.456688,1,1
-3.474789,54.498688,1,1
-3.289531,54.500805,1,1
-3.1042504,54.50264,1,1
-2.9189508,54.50419,1,1
-2.7336352,54.505455,1,1
-2.5483067,54.50644,1,1
-2.362969,54.507137,1,1
-2.1776245,54.50755,1,1
-1.9922771,54.507683,1,1
-1.80693,54.507526,1,1
-1.6215861,54.507088,1,1
-1.4362488,54.506367,1,1
-1.2509212,54.50536,1,1
-1.0656068,54.50407,1,1
-0.8803087,54.5025,1,1
-0.69503,54.50064,1,1
-8.105586,54.46117,1,1
-7.9214473,54.470367,1,1
-7.7372065,54.479282,1,1
-7.5528665,54.48792,1,1
-7.3684306,54.496273,1,1
-7.1839023,54.50435,1,1
-6.9992833,54.512142,1,1
-6.8145785,54.519653,1,1
-6.62979,54.526882,1,1
-6.444921,54.533833,1,1
-6.259975,54.5405,1,1
-6.0749545,54.546883,1,1
-5.8898635,54.552986,1,1
-5.7047048,54.558804,1,1
-3.4786844,54.606506,1,1
-3.2929375,54.60863,1,1
-3.107168,54.610474,1,1
-2.9213789,54.61203,1,1
-2.7355738,54.6133,1,1
-2.5497556,54.61429,1,1
-2.363928,54.61499,1,1
-2.178094,54.615406,1,1
-1.9922568,54.615536,1,1
-1.8064197,54.615383,1,1
-1.620586,54.61494,1,1
-1.4347591,54.614216,1,1
-1.248942,54.613205,1,1
-1.063138,54.61191,1,1
-8.121662,54.568413,1,1
-7.937046,54.577644,1,1
-7.7523265,54.586594,1,1
-7.567507,54.595264,1,1
-7.3825903,54.603653,1,1
-7.1975803,54.61176,1,1
-7.01248,54.619583,1,1
-6.827292,54.627125,1,1
-6.6420197,54.634384,1,1
-6.4566665,54.64136,1,1
-6.2712355,54.648056,1,1
-6.0857296,54.654465,1,1
-5.900152,54.66059,1,1
-3.482606,54.71432,1,1
-3.2963667,54.716457,1,1
-3.1101046,54.718307,1,1
-2.9238229,54.719868,1,1
-2.737525,54.721146,1,1
-2.5512142,54.722137,1,1
-2.3648934,54.72284,1,1
-2.1785665,54.723255,1,1
-1.9922363,54.72339,1,1
-1.8059062,54.723232,1,1
-1.6195794,54.722794,1,1
-1.4332595,54.722065,1,1
-7.9527473,54.684917,1,1
-7.767546,54.693905,1,1
-7.582244,54.702606,1,1
-7.396844,54.71103,1,1
-7.2113495,54.719166,1,1
-7.0257635,54.72702,1,1
-6.84009,54.734592,1,1
-6.6543307,54.741882,1,1
-6.46849,54.748886,1,1
-6.282571,54.755608,1,1
-6.0965757,54.76204,1,1
-5.910509,54.768192,1,1
-5.7243733,54.774055,1,1
-4.606293,54.803253,1,1
-4.419766,54.807117,1,1
-3.2998188,54.82428,1,1
-3.113061,54.826138,1,1
-2.9262834,54.827705,1,1
-2.7394896,54.828987,1,1
-2.5526824,54.829983,1,1
-2.3658655,54.83069,1,1
-2.179042,54.83111,1,1
-1.9922155,54.831238,1,1
-1.8053892,54.83108,1,1
-1.6185662,54.83064,1,1
-1.4317499,54.82991,1,1
-7.5970783,54.809944,1,1
-7.411192,54.818398,1,1
-7.2252097,54.82657,1,1
-7.0391355,54.834457,1,1
-6.8529725,54.84206,1,1
-6.6667233,54.849377,1,1
-6.480392,54.856407,1,1
-6.293981,54.863155,1,1
-6.1074944,54.869614,1,1
-5.9209347,54.87579,1,1
-5.1740336,54.897625,1,1
-4.9871593,54.902367,1,1
-4.8002315,54.906822,1,1
-4.6132536,54.910988,1,1
-4.4262295,54.914867,1,1
-4.2391624,54.91846,1,1
-4.0520554,54.921764,1,1
-3.8649113,54.92478,1,1
-3.6777344,54.92751,1,1
-3.3032937,54.932102,1,1
-3.116037,54.933964,1,1
-2.9287603,54.93554,1,1
-2.741467,54.93683,1,1
-2.5541604,54.937824,1,1
-2.366844,54.938534,1,1
-2.1795208,54.938953,1,1
-1.9921948,54.939087,1,1
-1.8048687,54.93893,1,1
-1.6175461,54.938488,1,1
-1.4302304,54.93775,1,1
-7.425635,54.925766,1,1
-7.2391624,54.933968,1,1
-7.0525966,54.941887,1,1
-6.865941,54.94952,1,1
-6.6791987,54.956863,1,1
-6.4923735,54.963924,1,1
-6.305468,54.9707,1,1
-6.118486,54.977184,1,1
-4.9951653,55.010067,1,1
-4.8077383,55.014538,1,1
-4.6202607,55.018723,1,1
-4.4327364,55.022617,1,1
-4.2451687,55.026226,1,1
-4.0575604,55.02954,1,1
-3.8699155,55.03257,1,1
-3.6822367,55.03531,1,1
-3.4945278,55.03776,1,1
-3.306792,55.03992,1,1
-3.1190329,55.04179,1,1
-2.9312537,55.043373,1,1
-2.7434576,55.044666,1,1
-2.5556483,55.045666,1,1
-2.3678288,55.04638,1,1
-2.180003,55.046803,1,1
-1.9921738,55.046936,1,1
-1.8043447,55.046776,1,1
-1.6165192,55.04633,1,1
-7.4401746,55.033127,1,1
-7.2532077,55.041363,1,1
-7.0661473,55.049313,1,1
-6.878996,55.056976,1,1
-6.691757,55.06435,1,1
-6.5044346,55.071438,1,1
-6.3170314,55.07824,1,1
-6.1295505,55.08475,1,1
-5.0032253,55.117764,1,1
-4.8152957,55.122253,1,1
-4.627315,55.126457,1,1
-4.439287,55.130367,1,1
-4.2512155,55.133987,1,1
-4.0631027,55.137318,1,1
-3.874953,55.140358,1,1
-3.6867692,55.14311,1,1
-3.4985552,55.14557,1,1
-3.310314,55.147736,1,1
-3.122049,55.149616,1,1
-2.9337637,55.151203,1,1
-2.7454617,55.1525,1,1
-2.557146,55.153507,1,1
-2.3688204,55.15422,1,1
-2.1804883,55.154644,1,1
-1.9921527,55.154778,1,1
-1.8038173,55.15462,1,1
-1.6154853,55.154175,1,1
-6.8921385,55.16443,1,1
-6.7044,55.171833,1,1
-6.516577,55.178947,1,1
-6.3286724,55.185776,1,1
-6.1406894,55.192314,1,1
-4.8229036,55.22997,1,1
-4.6344166,55.234184,1,1
-4.445882,55.238113,1,1
-4.2573028,55.24175,1,1
-4.068682,55.24509,1,1
-3.8800244,55.248142,1,1
-3.6913323,55.250904,1,1
-3.5026095,55.253376,1,1
-3.3138595,55.25555,1,1
-3.1250854,55.25744,1,1
-2.936291,55.259033,1,1
-2.7474792,55.260334,1,1
-2.558654,55.261345,1,1
-2.369819,55.262062,1,1
-2.1809769,55.26249,1,1
-1.9921315,55.262623,1,1
-1.8032862,55.262463,1,1
-1.6144446,55.262012,1,1
-4.6415663,55.34191,1,1
-4.452521,55.345856,1,1
-4.2634306,55.349506,1,1
-4.0742993,55.352863,1,1
-3.88513,55.355927,1,1
-3.6959262,55.3587,1,1
-3.5066912,55.36118,1,1
-3.3174288,55.363365,1,1
-3.128142,55.365257,1,1
-2.938835,55.36686,1,1
-2.7495105,55.368164,1,1
-2.5601723,55.36918,1,1
-2.3708239,55.3699,1,1
-2.1814687,55.370327,1,1
-1.99211,55.370464,1,1
-1.8027517,55.370304,1,1
-1.6133968,55.369854,1,1
-5.784974,55.419735,1,1
-4.6487637,55.44964,1,1
-4.4592047,55.453594,1,1
-4.2696004,55.45726,1,1
-4.0799546,55.460632,1,1
-3.8902702,55.463707,1,1
-3.700551,55.46649,1,1
-3.5108006,55.46898,1,1
-3.3210223,55.471176,1,1
-3.1312196,55.473076,1,1
-2.9413962,55.47468,1,1
-2.7515554,55.475994,1,1
-2.5617008,55.477013,1,1
-2.3718357,55.477737,1,1
-2.1819637,55.47817,1,1
-1.9920886,55.478302,1,1
-1.8022134,55.47814,1,1
-1.6123419,55.477688,1,1
-5.605584,55.533077,1,1
-5.2259297,55.54367,1,1
-4.65601,55.557358,1,1
-4.465934,55.561333,1,1
-4.2758117,55.565014,1,1
-4.0856476,55.568398,1,1
-3.895445,55.571487,1,1
-3.705207,55.57428,1,1
-3.5149376,55.57678,1,1
-3.3246403,55.578983,1,1
-3.134318,55.580894,1,1
-2.943975,55.582504,1,1
-2.7536142,55.583824,1,1
-2.5632396,55.584846,1,1
-2.3728542,55.58557,1,1
-2.1824622,55.586002,1,1
-1.9920669,55.58614,1,1
-1.8016715,55.58598,1,1
-5.615476,55.640697,1,1
-5.4251623,55.646164,1,1
-5.2347846,55.651337,1,1
-4.6633053,55.665077,1,1
-4.4727087,55.669067,1,1
-4.2820654,55.672764,1,1
-4.0913796,55.67616,1,1
-3.900655,55.679264,1,1
-3.709895,55.682068,1,1
-3.519103,55.684578,1,1
-3.3282826,55.68679,1,1
-3.1374373,55.688705,1,1
-2.946571,55.690327,1,1
-2.755687,55.69165,1,1
-2.5647888,55.692677,1,1
-2.37388,55.693405,1,1
-2.182964,55.69384,1,1
-1.992045,55.693974,1,1
-6.1975203,55.73008,1,1
-5.625435,55.748318,1,1
-5.4345994,55.753807,1,1
-4.6706505,55.772797,1,1
-4.4795294,55.776802,1,1
-4.2883615,55.78051,1,1
-4.097151,55.783924,1,1
-3.9059007,55.787037,1,1
-3.7146146,55.789852,1,1
-3.5232966,55.792374,1,1
-3.33195,55.794594,1,1
-3.140578,55.79652,1,1
-2.949185,55.798145,1,1
-2.7577739,55.799473,1,1
-2.5663486,55.800503,1,1
-2.3749125,55.801235,1,1
-2.1834695,55.80167,1,1
-6.400184,55.830925,1,1
-6.209119,55.83762,1,1
-5.635462,55.855934,1,1
-5.444101,55.861443,1,1
-4.869644,55.87619,1,1
-4.6780457,55.880512,1,1
-4.486397,55.884533,1,1
-4.2947006,55.888256,1,1
-4.102961,55.89168,1,1
-3.911182,55.89481,1,1
-3.7193666,55.897636,1,1
-3.5275187,55.900166,1,1
-3.335642,55.902397,1,1
-3.1437402,55.904327,1,1
-2.9518166,55.905964,1,1
-2.7598748,55.907295,1,1
-2.567919,55.90833,1,1
-2.3759522,55.909065,1,1
-2.1839783,55.909504,1,1
-6.0291247,55.951588,1,1
-5.645557,55.963547,1,1
-5.4536676,55.969078,1,1
-5.2617126,55.97431,1,1
-5.069696,55.979248,1,1
-4.6854916,55.988224,1,1
-4.493311,55.99226,1,1
-4.301083,55.996,1,1
-4.1088114,55.99944,1,1
-3.9164994,56.00258,1,1
-3.7241511,56.005417,1,1
-3.53177,56.007957,1,1
-3.3393598,56.010197,1,1
-2.7619905,56.015118,1,1
-2.5695002,56.016155,1,1
-5.848073,56.0653,1,1
-5.4632993,56.07671,1,1
-5.2708116,56.081966,1,1
-5.0782614,56.08692,1,1
-4.8856525,56.091576,1,1
-4.6929884,56.095932,1,1
-4.5002728,56.099987,1,1
-4.307509,56.10374,1,1
-4.1147013,56.107193,1,1
-3.9218533,56.110344,1,1
-3.7289684,56.113197,1,1
-3.5360503,56.115746,1,1
-3.3431027,56.117996,1,1
-5.472997,56.18434,1,1
-5.279973,56.189617,1,1
-5.0868855,56.19459,1,1
-4.8937387,56.199265,1,1
-4.7005363,56.20364,1,1
-4.5072823,56.20771,1,1
-4.313979,56.21148,1,1
-4.120632,56.214947,1,1
-3.927244,56.21811,1,1
-3.7338188,56.220974,1,1
-3.54036,56.223534,1,1
-3.3468716,56.225792,1,1
-3.153357,56.22775,1,1
-2.9598203,56.2294,1,1
-2.7662652,56.23075,1,1
-5.482762,56.291965,1,1
-5.2891974,56.297264,1,1
-5.095569,56.30226,1,1
-4.901881,56.306953,1,1
-4.7081366,56.311344,1,1
-4.51434,56.31543,1,1
-4.320494,56.319214,1,1
-4.1266036,56.322697,1,1
-3.9326718,56.325874,1,1
-3.7387025,56.328747,1,1
-3.5446994,56.331318,1,1
-3.3506663,56.333588,1,1
-3.156607,56.33555,1,1
-2.9625251,56.337208,1,1
-6.0744967,56.381813,1,1
-5.8806033,56.388042,1,1
-5.492594,56.39959,1,1
-5.2984853,56.404907,1,1
-5.1043124,56.409924,1,1
-4.9100795,56.414635,1,1
-4.7157893,56.419044,1,1
-4.521446,56.42315,1,1
-4.327054,56.42695,1,1
-4.1326165,56.430443,1,1
-3.9381373,56.433636,1,1
-3.7436202,56.43652,1,1
-3.549069,56.439102,1,1
-3.3544874,56.44138,1,1
-3.1598792,56.443348,1,1
-2.9652486,56.445015,1,1
-6.0860357,56.48936,1,1
-5.891597,56.495613,1,1
-5.6970816,56.501564,1,1
-5.307838,56.51255,1,1
-5.1131167,56.517586,1,1
-4.9183345,56.522316,1,1
-4.723495,56.526745,1,1
-4.528602,56.530865,1,1
-4.3336596,56.53468,1,1
-4.138671,56.53819,1,1
-3.9436405,56.541393,1,1
-3.7485716,56.544292,1,1
-3.5534687,56.546883,1,1
-3.3583348,56.549168,1,1
-3.1631744,56.551147,1,1
-2.9679909,56.552822,1,1
-2.7727885,56.554188,1,1
-6.2925625,56.59032,1,1
-6.097655,56.596905,1,1
-5.9026666,56.603184,1,1
-5.707601,56.609158,1,1
-5.317255,56.62019,1,1
-5.1219816,56.625244,1,1
-4.9266467,56.629997,1,1
-4.731254,56.63444,1,1
-4.5358076,56.638577,1,1
-4.3403106,56.64241,1,1
-4.1447678,56.64593,1,1
-3.949182,56.64915,1,1
-3.753558,56.652058,1,1
-3.557899,56.654663,1,1
-3.362209,56.656956,1,1
-3.1664922,56.658943,1,1
-2.9707525,56.660625,1,1
-2.7749932,56.661995,1,1
-2.5792186,56.66306,1,1
-6.1093545,56.704445,1,1
-5.9138126,56.71075,1,1
-5.7181935,56.716747,1,1
-5.5225005,56.72244,1,1
-5.3267374,56.727825,1,1
-5.1309085,56.732903,1,1
-4.935017,56.73767,1,1
-4.7390676,56.742134,1,1
-4.543063,56.74629,1,1
-4.347008,56.750134,1,1
-4.1509066,56.753674,1,1
-3.954762,56.756905,1,1
-3.7585785,56.759827,1,1
-3.56236,56.76244,1,1
-3.3661103,56.764744,1,1
-3.1698334,56.76674,1,1
-2.9735332,56.768425,1,1
-2.7772133,56.769802,1,1
-2.580878,56.77087,1,1
-5.72886,56.824337,1,1
-5.5326085,56.83005,1,1
-5.336286,56.835457,1,1
-5.1398973,56.840557,1,1
-4.9434457,56.845345,1,1
-4.746935,56.849827,1,1
-4.5503693,56.853996,1,1
-4.3537526,56.85786,1,1
-4.1570883,56.861412,1,1
-3.960381,56.864655,1,1
-3.7636344,56.867588,1,1
-3.5668523,56.870213,1,1
-3.370039,56.872528,1,1
-3.1731977,56.87453,1,1
-2.9763331,56.876225,1,1
-2.779449,56.877605,1,1
-2.582549,56.87868,1,1
-2.3856373,56.879444,1,1
-5.7396007,56.931923,1,1
-5.542787,56.93766,1,1
-5.345902,56.94309,1,1
-5.148949,56.948208,1,1
-4.9519334,56.953014,1,1
-4.7548575,56.957516,1,1
-4.557727,56.961704,1,1
-4.3605437,56.96558,1,1
-4.1633134,56.96915,1,1
-3.9660397,56.972404,1,1
-3.7687259,56.97535,1,1
-3.5713763,56.977985,1,1
-3.3739948,56.98031,1,1
-3.176586,56.98232,1,1
-2.979153,56.98402,1,1
-2.7817001,56.98541,1,1
-2.5842316,56.98649,1,1
-2.3867514,56.987255,1,1
-6.3420854,57.020355,1,1
-5.7504168,57.0395,1,1
-5.5530367,57.045265,1,1
-5.3555846,57.050716,1,1
-5.1580644,57.055855,1,1
-4.96048,57.060684,1,1
-4.762836,57.0652,1,1
-4.5651355,57.06941,1,1
-4.367383,57.0733,1,1
-4.1695824,57.07688,1,1
-3.9717376,57.080154,1,1
-3.7738528,57.08311,1,1
-3.5759318,57.085754,1,1
-3.3779788,57.08809,1,1
-3.1799977,57.090107,1,1
-2.9819925,57.091816,1,1
-2.7839673,57.093212,1,1
-2.585926,57.09429,1,1
-2.3878732,57.095062,1,1
-2.1898122,57.09552,1,1
-5.5633583,57.152866,1,1
-5.3653355,57.15834,1,1
-5.167244,57.1635,1,1
-4.9690876,57.16835,1,1
-4.77087,57.172886,1,1
-4.5725965,57.17711,1,1
-4.3742704,57.18102,1,1
-4.175895,57.184616,1,1
-3.977476,57.187897,1,1
-3.779016,57.19087,1,1
-3.5805194,57.193523,1,1
-3.3819907,57.195866,1,1
-3.1834335,57.197895,1,1
-2.984852,57.199608,1,1
-2.7862504,57.201008,1,1
-2.5876327,57.202095,1,1
-2.3890028,57.20287,1,1
-2.1903648,57.203327,1,1
-7.3573494,57.196938,1,1
-6.1690903,57.2421,1,1
-5.9707246,57.248535,1,1
-5.7722774,57.254658,1,1
-5.573753,57.260464,1,1
-5.375155,57.26596,1,1
-5.176488,57.271145,1,1
-4.977755,57.276012,1,1
-4.7789617,57.280567,1,1
-4.5801105,57.284805,1,1
-4.381206,57.28873,1,1
-4.182253,57.292343,1,1
-3.9832547,57.29564,1,1
-3.7842155,57.298622,1,1
-3.5851395,57.30129,1,1
-3.386031,57.303642,1,1
-3.1868935,57.30568,1,1
-2.9877317,57.3074,1,1
-2.7885497,57.308807,1,1
-2.5893512,57.3099,1,1
-2.3901405,57.310673,1,1
-2.1909218,57.311134,1,1
-7.3729906,57.30427,1,1
-6.380146,57.342846,1,1
-6.18129,57.34962,1,1
-5.584221,57.36806,1,1
-5.385044,57.37358,1,1
-5.185797,57.378784,1,1
-4.9864845,57.38367,1,1
-4.78711,57.388245,1,1
-4.5876775,57.3925,1,1
-4.388191,57.396446,1,1
-4.1886554,57.40007,1,1
-3.9890742,57.40338,1,1
-3.7894518,57.406376,1,1
-3.5897923,57.409054,1,1
-3.3900998,57.411415,1,1
-3.1903782,57.41346,1,1
-2.9906318,57.415188,1,1
-2.790865,57.416603,1,1
-2.5910816,57.417698,1,1
-2.3912861,57.418476,1,1
-2.1914823,57.418938,1,1
-1.9916747,57.419083,1,1
-7.3887424,57.411602,1,1
-6.592357,57.443214,1,1
-6.3930125,57.450333,1,1
-6.193577,57.457134,1,1
-5.794448,57.469795,1,1
-5.594763,57.475655,1,1
-5.3950033,57.481194,1,1
-5.195173,57.48642,1,1
-4.9952755,57.49133,1,1
-4.7953157,57.495922,1,1
-4.595298,57.500195,1,1
-4.3952255,57.504154,1,1
-4.195103,57.507797,1,1
-3.9949353,57.51112,1,1
-3.7947254,57.514126,1,1
-3.5944781,57.516815,1,1
-3.3941975,57.519188,1,1
-3.1938875,57.52124,1,1
-2.9935527,57.522976,1,1
-2.793197,57.524395,1,1
-2.5928247,57.525494,1,1
-2.39244,57.526276,1,1
-2.192047,57.52674,1,1
-1.9916501,57.526886,1,1
-7.205087,57.527336,1,1
-6.2059503,57.564648,1,1
-5.6053796,57.583244,1,1
-5.405033,57.588806,1,1
-5.2046146,57.594055,1,1
-5.004129,57.598984,1,1
-4.8035803,57.603596,1,1
-4.6029725,57.607887,1,1
-4.4023104,57.611862,1,1
-4.201597,57.615517,1,1
-4.000838,57.618855,1,1
-3.8000367,57.621876,1,1
-3.5991974,57.624577,1,1
-3.3983243,57.626957,1,1
-3.1974218,57.62902,1,1
-2.9964943,57.630764,1,1
-2.7955456,57.632187,1,1
-2.59458,57.63329,1,1
-2.3936021,57.634075,1,1
-2.1926157,57.63454,1,1
-1.9916254,57.63469,1,1
-7.420581,57.626247,1,1
-7.2204795,57.634693,1,1
-6.218412,57.672157,1,1
-5.616072,57.69083,1,1
-5.415134,57.696415,1,1
-5.2141237,57.701687,1,1
-5.0130453,57.706635,1,1
-4.8119035,57.711266,1,1
-4.610702,57.715576,1,1
-4.4094453,57.719566,1,1
-4.2081375,57.72324,1,1
-3.4024806,57.734726,1,1
-5.8282976,57.792484,1,1
-5.626841,57.798412,1,1
-5.4253073,57.804024,1,1
-5.223701,57.809315,1,1
-5.0220256,57.814285,1,1
-4.8202863,57.81893,1,1
-4.618487,57.82326,1,1
-4.416631,57.82727,1,1
-4.2147245,57.830956,1,1
-4.01277,57.834324,1,1
-7.050202,57.857582,1,1
-6.848703,57.86546,1,1
-5.637687,57.905994,1,1
-5.4355536,57.91163,1,1
-5.233347,57.91694,1,1
-5.0310707,57.92193,1,1
-4.828729,57.926598,1,1
-4.6263275,57.930946,1,1
-4.423869,57.93497,1,1
-4.221359,57.93867,1,1
-6.863233,57.972866,1,1
-6.6610317,57.980453,1,1
-5.243062,58.024563,1,1
-5.04018,58.02957,1,1
-4.837233,58.03426,1,1
-4.6342244,58.038628,1,1
-4.4311585,58.042667,1,1
-4.2280407,58.046387,1,1
-4.024874,58.049778,1,1
-7.080566,58.07233,1,1
-6.877867,58.080273,1,1
-6.675063,58.08789,1,1
-6.472158,58.09519,1,1
-5.2528467,58.132183,1,1
-5.0493555,58.137215,1,1
-4.845798,58.141922,1,1
-4.642178,58.146305,1,1
-4.438501,58.150364,1,1
-4.234771,58.154095,1,1
-4.0309916,58.157505,1,1
-3.8271685,58.160587,1,1
-3.6233053,58.163345,1,1
-7.0959115,58.1797,1,1
-6.8926067,58.18767,1,1
-6.6891956,58.195324,1,1
-6.4856825,58.20265,1,1
-5.262703,58.2398,1,1
-5.058597,58.24485,1,1
-4.8544245,58.24958,1,1
-4.6501894,58.253983,1,1
-4.445896,58.258057,1,1
-4.2415495,58.261806,1,1
-4.0371532,58.26523,1,1
-3.8327127,58.268322,1,1
-3.6282318,58.27109,1,1
-3.4237149,58.273533,1,1
-6.70343,58.30275,1,1
-6.4993043,58.31011,1,1
-5.067906,58.352486,1,1
-4.863114,58.357235,1,1
-4.658259,58.361656,1,1
-4.4533453,58.365746,1,1
-4.2483773,58.36951,1,1
-4.04336,58.372948,1,1
-3.8382974,58.376057,1,1
-3.633194,58.378838,1,1
-3.4280543,58.381287,1,1
-3.2228835,58.38341,1,1
-6.513025,58.417564,1,1
-6.3081822,58.424625,1,1
-5.077282,58.46012,1,1
-4.8718667,58.464886,1,1
-4.666387,58.469326,1,1
-4.460849,58.473434,1,1
-4.255255,58.477215,1,1
-4.0496116,58.480667,1,1
-3.8439226,58.483788,1,1
-3.6381922,58.48658,1,1
-3.4324255,58.48904,1,1
-3.2266269,58.491173,1,1
-5.0867267,58.56775,1,1
-4.880683,58.572536,1,1
-4.262183,58.584915,1,1
-4.055909,58.588383,1,1
-3.643227,58.594322,1,1
-3.4368286,58.596794,1,1
-3.2303977,58.598934,1,1
-3.4502323,58.920036,1,1
-3.241877,58.922203,1,1
-3.24576,59.029957,1,1
-3.039981,59.139553,1,1
-1.3454616,60.004242,1,1
-1.3433245,60.111996,1,1
-1.557763,60.220642,1,1
-1.3411711,60.219746,1,1
-1.3390012,60.327496,1,1
-1.3368145,60.43524,1,1
-1.334611,60.542988,1,1
-1.1158798,60.541718,1,1
-1.1129295,60.649456,1,1
-1.1099563,60.757195,1,1
