longitude,latitude,value,impf_max_temp
-3.2054257,51.588684,1,1
-3.0322237,51.590336,1,1
-2.6857765,51.592873,1,1
-2.5125365,51.593754,1,1
-2.3392887,51.594383,1,1
-2.1660361,51.594757,1,1
-1.992781,51.594875,1,1
-1.819526,51.594734,1,1
-1.6462736,51.59434,1,1
-1.4730265,51.593693,1,1
-1.2997872,51.592785,1,1
-1.1265582,51.591625,1,1
-0.9533421,51.59021,1,1
-0.7801414,51.588535,1,1
-0.60695875,51.58661,1,1
-0.43379667,51.584423,1,1
-0.26065767,51.581985,1,1
-0.08754432,51.579292,1,1
0.08554082,51.576344,1,1
0.25859523,51.57314,1,1
0.43161634,51.56968,1,1
0.6046017,51.565968,1,1
-4.943014,51.6659,1,1
-4.249504,51.68124,1,1
-4.076037,51.684437,1,1
-3.902539,51.687374,1,1
-3.7290127,51.69006,1,1
-3.555461,51.692486,1,1
-3.3818858,51.694656,1,1
-3.2082903,51.696568,1,1
-3.0346768,51.698227,1,1
-2.861048,51.699627,1,1
-2.6874065,51.70077,1,1
-2.5137546,51.70166,1,1
-2.3400953,51.70229,1,1
-2.1664307,51.702663,1,1
-1.9927639,51.70278,1,1
-1.819097,51.702644,1,1
-1.6454328,51.702248,1,1
-1.471774,51.701595,1,1
-1.2981229,51.700684,1,1
-1.1244823,51.69952,1,1
-0.9508547,51.698097,1,1
-0.77724266,51.69642,1,1
-0.6036488,51.694485,1,1
-0.43007562,51.69229,1,1
-0.25652575,51.689842,1,1
-0.08300175,51.68714,1,1
0.09049382,51.68418,1,1
0.2639584,51.68096,1,1
0.4373894,51.67749,1,1
0.6107843,51.673763,1,1
0.7841405,51.66978,1,1
-5.1237106,51.769176,1,1
-4.9500246,51.773666,1,1
-4.7762947,51.7779,1,1
-4.6025233,51.78188,1,1
-4.428713,51.7856,1,1
-4.2548666,51.789062,1,1
-4.0809865,51.79227,1,1
-3.9070756,51.79522,1,1
-3.7331362,51.797913,1,1
-3.5591707,51.80035,1,1
-3.3851821,51.80253,1,1
-3.2111728,51.80445,1,1
-3.0371454,51.806114,1,1
-2.8631024,51.80752,1,1
-2.6890466,51.80867,1,1
-2.5149806,51.80956,1,1
-2.3409069,51.810192,1,1
-2.166828,51.81057,1,1
-1.9927466,51.810688,1,1
-1.8186654,51.810547,1,1
-1.6445868,51.81015,1,1
-1.4705136,51.809494,1,1
-1.2964482,51.808582,1,1
-1.1223935,51.80741,1,1
-0.94835174,51.805984,1,1
-0.7743257,51.8043,1,1
-0.6003181,51.802357,1,1
-0.42633125,51.800156,1,1
-0.25236797,51.7977,1,1
-0.078430735,51.794987,1,1
0.09547782,51.792015,1,1
0.26935512,51.788784,1,1
0.4431986,51.785297,1,1
0.61700565,51.781555,1,1
0.7907737,51.777557,1,1
-5.131179,51.87692,1,1
-4.957079,51.881428,1,1
-4.7829347,51.885677,1,1
-4.608749,51.88967,1,1
-4.434524,51.893406,1,1
-4.2602625,51.896885,1,1
-4.085967,51.900105,1,1
-3.9116406,51.903065,1,1
-3.7372854,51.90577,1,1
-3.562904,51.908215,1,1
-3.388499,51.9104,1,1
-3.2140732,51.91233,1,1
-3.0396292,51.913998,1,1
-2.8651698,51.915413,1,1
-2.6906972,51.916565,1,1
-2.5162141,51.917458,1,1
-2.3417234,51.918095,1,1
-2.1672275,51.918472,1,1
-1.9927292,51.91859,1,1
-1.818231,51.91845,1,1
-1.6437354,51.918053,1,1
-1.4692452,51.917393,1,1
-1.2947631,51.916477,1,1
-1.1202915,51.915302,1,1
-0.9458331,51.91387,1,1
-0.7713905,51.912178,1,1
-0.59696645,51.91023,1,1
-0.42256343,51.90802,1,1
-0.24818408,51.905552,1,1
-0.07383106,51.90283,1,1
0.100493066,51.899845,1,1
0.2747857,51.896603,1,1
0.4490442,51.893105,1,1
0.623266,51.889347,1,1
0.79744846,51.885334,1,1
0.97158897,51.88106,1,1
1.1456851,51.87653,1,1
-5.138694,51.984657,1,1
-4.9641776,51.989185,1,1
-4.7896166,51.99345,1,1
-4.6150136,51.99746,1,1
-4.4403715,52.00121,1,1
-4.265692,52.0047,1,1
-4.090979,52.007935,1,1
-3.9162343,52.010906,1,1
-3.7414606,52.01362,1,1
-3.5666604,52.016075,1,1
-3.391837,52.01827,1,1
-3.216992,52.020206,1,1
-3.0421288,52.021885,1,1
-2.86725,52.0233,1,1
-2.692358,52.024456,1,1
-2.5174556,52.025356,1,1
-2.3425453,52.025993,1,1
-2.1676297,52.02637,1,1
-1.9927118,52.026493,1,1
-1.8177938,52.026352,1,1
-1.6428787,52.02595,1,1
-1.467969,52.02529,1,1
-1.2930672,52.024372,1,1
-1.1181762,52.023193,1,1
-0.9432986,52.02175,1,1
-0.76843685,52.020054,1,1
-0.5935938,52.018097,1,1
-0.4187719,52.01588,1,1
-0.24397393,52.013405,1,1
-0.069202475,52.01067,1,1
0.10553983,52.007675,1,1
0.28025037,52.00442,1,1
0.4549265,52.000908,1,1
0.6295656,51.997135,1,1
0.80416507,51.993107,1,1
0.9787223,51.988815,1,1
1.1532346,51.984272,1,1
-4.6213183,52.105247,1,1
-4.4462557,52.109013,1,1
-4.2711563,52.112514,1,1
-4.0960226,52.11576,1,1
-3.920857,52.118744,1,1
-3.7456622,52.12147,1,1
-3.5704408,52.123936,1,1
-3.3951955,52.126137,1,1
-3.2199292,52.128082,1,1
-3.044644,52.129765,1,1
-2.8693433,52.131187,1,1
-2.6940293,52.13235,1,1
-2.5187047,52.13325,1,1
-2.343372,52.133892,1,1
-2.1680343,52.134274,1,1
-1.9926941,52.13439,1,1
-1.817354,52.13425,1,1
-1.6420165,52.133846,1,1
-1.4666846,52.133186,1,1
-1.2913607,52.132263,1,1
-1.1160477,52.131077,1,1
-0.9407481,52.129635,1,1
-0.76546454,52.12793,1,1
-0.5901998,52.125965,1,1
-0.41495648,52.123737,1,1
-0.23973724,52.121254,1,1
-0.064544745,52.118507,1,1
0.11061837,52.1155,1,1
0.28574944,52.112232,1,1
0.46084583,52.108707,1,1
0.63590485,52.104923,1,1
0.81092393,52.100876,1,1
0.9859004,52.09657,1,1
1.1608317,52.092007,1,1
1.335715,52.08718,1,1
-4.452177,52.216812,1,1
-4.276655,52.22033,1,1
-4.101098,52.223587,1,1
-3.9255087,52.22658,1,1
-3.7498903,52.229317,1,1
-3.574245,52.231792,1,1
-3.3985755,52.234005,1,1
-3.222885,52.235954,1,1
-3.0471754,52.237644,1,1
-2.87145,52.23907,1,1
-2.6957111,52.24024,1,1
-2.5199616,52.241142,1,1
-2.3442044,52.241787,1,1
-2.1684418,52.24217,1,1
-1.9926764,52.24229,1,1
-1.8169113,52.242146,1,1
-1.641149,52.241745,1,1
-1.4653921,52.241077,1,1
-1.2896435,52.24015,1,1
-1.1139058,52.238964,1,1
-0.9381815,52.237514,1,1
-0.7624735,52.2358,1,1
-0.5867845,52.23383,1,1
-0.411117,52.231594,1,1
-0.23547383,52.2291,1,1
-0.059857618,52.22634,1,1
0.11572895,52.223324,1,1
0.29128322,52.220047,1,1
0.46680248,52.216507,1,1
0.6422841,52.212704,1,1
0.8177254,52.208645,1,1
0.9931238,52.204323,1,1
1.1684766,52.19974,1,1
1.343781,52.194897,1,1
1.5190345,52.189796,1,1
-4.1062055,52.33141,1,1
-3.93019,52.334415,1,1
-3.7541451,52.337162,1,1
-3.5780733,52.339645,1,1
-3.401977,52.341866,1,1
-3.2258592,52.343826,1,1
-3.0497227,52.34552,1,1
-2.87357,52.346954,1,1
-2.6974037,52.348125,1,1
-2.5212266,52.349033,1,1
-2.3450418,52.34968,1,1
-2.1688514,52.350063,1,1
-1.9926586,52.350185,1,1
-1.8164659,52.35004,1,1
-1.640276,52.349636,1,1
-1.4640915,52.34897,1,1
-1.2879153,52.348038,1,1
-1.1117502,52.346848,1,1
-0.9355987,52.34539,1,1
-0.75946355,52.343674,1,1
-0.5833475,52.34169,1,1
-0.4072532,52.339447,1,1
-0.23118344,52.336945,1,1
-0.055140853,52.334175,1,1
0.12087184,52.331146,1,1
0.29685196,52.327854,1,1
0.4727968,52.324303,1,1
0.6487037,52.320484,1,1
0.82456994,52.31641,1,1
1.0003928,52.31207,1,1
1.1761698,52.307472,1,1
1.351898,52.30261,1,1
1.5275748,52.29749,1,1
-4.1113453,52.439228,1,1
-3.934901,52.44225,1,1
-3.758427,52.445004,1,1
-3.5819256,52.4475,1,1
-3.4054,52.44973,1,1
-3.2288525,52.451694,1,1
-3.052286,52.453396,1,1
-2.875703,52.454838,1,1
-2.699107,52.456013,1,1
-2.5224998,52.456924,1,1
-2.3458846,52.457573,1,1
-2.1692638,52.45796,1,1
-1.9926407,52.458076,1,1
-1.8160176,52.457935,1,1
-1.6393974,52.457527,1,1
-1.4627826,52.45686,1,1
-1.2861763,52.455925,1,1
-1.109581,52.454727,1,1
-0.9329995,52.453266,1,1
-0.7564345,52.45154,1,1
-0.57988876,52.44955,1,1
-0.40336496,52.4473,1,1
-0.22686587,52.444786,1,1
-0.0503942,52.44201,1,1
0.12604733,52.438965,1,1
0.302456,52.43566,1,1
0.4788291,52.432095,1,1
0.6551639,52.428265,1,1
0.8314577,52.42417,1,1
1.0077078,52.419815,1,1
1.1839116,52.4152,1,1
1.3600662,52.41032,1,1
1.536169,52.405178,1,1
-3.9396417,52.55008,1,1
-3.7627358,52.552845,1,1
-3.5858026,52.555347,1,1
-3.4088447,52.557587,1,1
-3.2318647,52.559563,1,1
-3.0548656,52.56127,1,1
-2.87785,52.562714,1,1
-2.700821,52.563896,1,1
-2.5237808,52.56481,1,1
-2.3467326,52.56546,1,1
-2.169679,52.56585,1,1
-1.9926226,52.565968,1,1
-1.8155664,52.565826,1,1
-1.6385131,52.56542,1,1
-1.4614655,52.564743,1,1
-1.2844262,52.56381,1,1
-1.107398,52.562603,1,1
-0.9303838,52.56114,1,1
-0.7533862,52.559406,1,1
-0.576408,52.55741,1,1
-0.39945197,52.55515,1,1
-0.22252087,52.552624,1,1
-0.045617405,52.549835,1,1
0.13125566,52.546783,1,1
0.30809557,52.543465,1,1
0.48489964,52.539886,1,1
0.6616651,52.53604,1,1
0.8383892,52.531933,1,1
1.0150692,52.52756,1,1
1.1917025,52.522923,1,1
1.3682863,52.518024,1,1
1.5448178,52.512863,1,1
1.7212944,52.50744,1,1
-4.1217227,52.654865,1,1
-3.9444127,52.657906,1,1
-3.7670722,52.660686,1,1
-3.5897043,52.663197,1,1
-3.4123113,52.665443,1,1
-3.2348962,52.667427,1,1
-3.0574617,52.66914,1,1
-2.8800106,52.670593,1,1
-2.702546,52.671776,1,1
-2.5250702,52.672695,1,1
-2.3475862,52.673347,1,1
-2.1700966,52.673737,1,1
-1.9926045,52.67386,1,1
-1.8151125,52.673714,1,1
-1.6376233,52.673306,1,1
-1.4601399,52.67263,1,1
-1.2826649,52.671688,1,1
-1.1052011,52.670483,1,1
-0.9277514,52.66901,1,1
-0.75031847,52.66727,1,1
-0.5729051,52.665268,1,1
-0.3955141,52.663,1,1
-0.21814822,52.660465,1,1
-0.040810216,52.657665,1,1
0.13649713,52.6546,1,1
0.31377107,52.651268,1,1
0.49100882,52.647675,1,1
0.66820765,52.643814,1,1
0.84536475,52.63969,1,1
1.0224774,52.6353,1,1
1.1995429,52.630646,1,1
1.3765585,52.62573,1,1
1.5535214,52.62055,1,1
-3.9492142,52.76573,1,1
-3.7714365,52.76852,1,1
-3.5936308,52.77104,1,1
-3.4158,52.7733,1,1
-3.237947,52.775288,1,1
-3.0600743,52.77701,1,1
-2.882185,52.778465,1,1
-2.7042818,52.779655,1,1
-2.5263677,52.78058,1,1
-2.348445,52.781235,1,1
-2.170517,52.781624,1,1
-1.9925863,52.781746,1,1
-1.8146555,52.7816,1,1
-1.6367278,52.78119,1,1
-1.4588058,52.780514,1,1
-1.2808924,52.779568,1,1
-1.1029903,52.778355,1,1
-0.92510223,52.77688,1,1
-0.7472312,52.77513,1,1
-0.56937987,52.77312,1,1
-0.3915511,52.770844,1,1
-0.21374768,52.7683,1,1
-0.035972368,52.765488,1,1
0.14177203,52.762413,1,1
0.3194827,52.759068,1,1
0.49715692,52.75546,1,1
0.6747919,52.751583,1,1
0.85238475,52.747444,1,1
1.0299329,52.74304,1,1
1.2074333,52.738365,1,1
1.3848834,52.73343,1,1
1.5622804,52.728226,1,1
-4.66658,52.859688,1,1
-4.488503,52.863556,1,1
-3.9540462,52.873554,1,1
-3.7758284,52.876354,1,1
-3.5975823,52.878887,1,1
-3.419311,52.881153,1,1
-3.2410173,52.88315,1,1
-3.0627036,52.884876,1,1
-2.8843734,52.88634,1,1
-2.706029,52.887535,1,1
-2.5276735,52.88846,1,1
-2.3493094,52.88912,1,1
-2.17094,52.889507,1,1
-1.9925678,52.889633,1,1
-1.8141958,52.88949,1,1
-1.6358266,52.889072,1,1
-1.4574633,52.888393,1,1
-1.2791085,52.887444,1,1
-1.1007652,52.886227,1,1
-0.9224361,52.884743,1,1
-0.7441242,52.88299,1,1
-0.56583214,52.880974,1,1
-0.38756278,52.878685,1,1
-0.20931901,52.876133,1,1
-0.031103602,52.87331,1,1
0.14708063,52.87022,1,1
0.5033443,52.863243,1,1
0.6814181,52.859352,1,1
0.85944957,52.855194,1,1
1.0374358,52.850773,1,1
1.215374,52.84608,1,1
1.3932614,52.841125,1,1
1.5710953,52.835903,1,1
-4.4946933,52.971336,1,1
-4.3161345,52.974953,1,1
-4.137539,52.9783,1,1
-3.9589093,52.981377,1,1
-3.7802484,52.984188,1,1
-3.6015594,52.98673,1,1
-3.4228446,52.989002,1,1
-3.2441072,52.99101,1,1
-3.0653498,52.992744,1,1
-2.8865757,52.99421,1,1
-2.7077873,52.99541,1,1
-2.5289876,52.996338,1,1
-2.3501794,52.997,1,1
-2.1713657,52.99739,1,1
-1.9925493,52.997517,1,1
-1.813733,52.997368,1,1
-1.6349196,52.996956,1,1
-1.456112,52.996273,1,1
-1.2773132,52.99532,1,1
-1.0985259,52.9941,1,1
-0.91975296,52.992607,1,1
-0.74099725,52.99085,1,1
-0.5622616,52.988823,1,1
-0.38354892,52.986526,1,1
-0.20486197,52.983963,1,1
-0.026203655,52.98113,1,1
0.6880868,52.967117,1,1
0.86655957,52.962944,1,1
1.0449867,52.958504,1,1
1.2233655,52.953796,1,1
-4.3219194,53.082745,1,1
-4.1428785,53.086105,1,1
-3.9638035,53.089195,1,1
-3.784697,53.09202,1,1
-3.6055617,53.09457,1,1
-3.426401,53.09685,1,1
-3.247217,53.09886,1,1
-3.0680132,53.100605,1,1
-2.888792,53.102077,1,1
-2.7095568,53.103283,1,1
-2.5303102,53.104218,1,1
-2.3510551,53.10488,1,1
-2.1717942,53.105274,1,1
-1.9925307,53.105396,1,1
-1.8132672,53.10525,1,1
-1.6340067,53.104836,1,1
-1.4547522,53.10415,1,1
-1.2755064,53.10319,1,1
-1.0962722,53.101967,1,1
-0.9170525,53.10047,1,1
-0.7378502,53.098705,1,1
-0.5586682,53.096672,1,1
-0.37950924,53.094368,1,1
-0.20037633,53.091793,1,1
-0.021272257,53.088947,1,1
0.1578001,53.085835,1,1
-4.3277416,53.190536,1,1
-4.148253,53.19391,1,1
-3.9687293,53.19701,1,1
-3.789174,53.199844,1,1
-3.60959,53.202404,1,1
-3.42998,53.204697,1,1
-3.250347,53.20672,1,1
-3.0706935,53.208466,1,1
-2.891023,53.209946,1,1
-2.7113378,53.211155,1,1
-2.5316412,53.21209,1,1
-2.3519363,53.212757,1,1
-2.1722255,53.213154,1,1
-1.9925119,53.213276,1,1
-1.8127985,53.21313,1,1
-1.6330881,53.21271,1,1
-1.4533836,53.212025,1,1
-1.273688,53.211063,1,1
-1.094004,53.209835,1,1
-0.9143347,53.208332,1,1
-0.7346829,53.20656,1,1
-0.5550516,53.204517,1,1
-0.3754436,53.2022,1,1
-0.19586182,53.19962,1,1
-0.016309138,53.196762,1,1
0.16321155,53.193638,1,1
-4.513503,53.294666,1,1
-4.3336015,53.298325,1,1
-4.1536617,53.301712,1,1
-3.6136441,53.31024,1,1
-3.433582,53.312542,1,1
-3.253497,53.31457,1,1
-3.0733912,53.316326,1,1
-2.8932679,53.31781,1,1
-2.7131302,53.319023,1,1
-2.5329812,53.319965,1,1
-2.3528233,53.320633,1,1
-2.1726594,53.32103,1,1
-1.992493,53.321156,1,1
-1.8123267,53.321007,1,1
-1.6321634,53.320587,1,1
-1.4520061,53.319897,1,1
-1.2718577,53.31893,1,1
-1.0917212,53.317696,1,1
-0.91159934,53.31619,1,1
-0.73149526,53.31441,1,1
-0.55141175,53.31236,1,1
-0.37135175,53.310036,1,1
-0.19131821,53.30744,1,1
-0.011314025,53.304577,1,1
0.16865788,53.30144,1,1
-4.519854,53.40244,1,1
-4.339499,53.406113,1,1
-3.0761063,53.424183,1,1
-2.8955276,53.425674,1,1
-2.7149343,53.42689,1,1
-2.5343294,53.427837,1,1
-2.353716,53.42851,1,1
-2.1730964,53.428905,1,1
-1.9924741,53.42903,1,1
-1.8118519,53.428883,1,1
-1.6312329,53.428463,1,1
-1.4506198,53.42777,1,1
-1.2700157,53.4268,1,1
-1.0894235,53.42556,1,1
-0.9088463,53.424046,1,1
-0.7282869,53.42226,1,1
-0.5477483,53.4202,1,1
-0.36723346,53.41787,1,1
-0.18674523,53.415264,1,1
-0.006286639,53.412388,1,1
0.1741394,53.409237,1,1
-3.0788388,53.53204,1,1
-2.8978019,53.533535,1,1
-2.7167501,53.534756,1,1
-2.5356865,53.535706,1,1
-2.3546143,53.536377,1,1
-2.173536,53.536777,1,1
-1.9924549,53.536903,1,1
-1.811374,53.536755,1,1
-1.6302962,53.53633,1,1
-1.4492245,53.535637,1,1
-1.2681618,53.534664,1,1
-1.0871111,53.53342,1,1
-0.9060755,53.531902,1,1
-0.72505784,53.53011,1,1
-0.5440612,53.52804,1,1
-0.36308846,53.5257,1,1
-0.18214265,53.523087,1,1
-0.0012266997,53.520195,1,1
-3.0815892,53.639893,1,1
-2.900091,53.64139,1,1
-2.7185776,53.64262,1,1
-2.5370524,53.64357,1,1
-2.3555183,53.64425,1,1
-2.1739786,53.64465,1,1
-1.9924357,53.644775,1,1
-1.810893,53.644627,1,1
-1.6293534,53.644203,1,1
-1.4478201,53.6435,1,1
-1.2662958,53.64253,1,1
-1.0847836,53.641277,1,1
-0.90328664,53.63975,1,1
-0.7218078,53.637955,1,1
-0.5403501,53.63588,1,1
-0.35891658,53.633526,1,1
-0.17751017,53.6309,1,1
-2.9023948,53.74925,1,1
-2.720417,53.75048,1,1
-2.5384274,53.75144,1,1
-2.3564286,53.752117,1,1
-2.174424,53.752518,1,1
-1.9924164,53.752647,1,1
-1.8104088,53.752495,1,1
-1.6284046,53.75207,1,1
-1.4464065,53.75137,1,1
-1.2644175,53.75039,1,1
-1.082441,53.749134,1,1
-0.9004796,53.747604,1,1
-0.71853656,53.745796,1,1
-0.5366149,53.743713,1,1
-0.35471755,53.741352,1,1
-0.17284758,53.738716,1,1
0.008991977,53.735806,1,1
-2.9047139,53.857105,1,1
-2.7222686,53.85834,1,1
-2.5398111,53.8593,1,1
-2.3573446,53.85998,1,1
-2.1748722,53.860386,1,1
-1.9923968,53.860516,1,1
-1.8099216,53.860363,1,1
-1.6274495,53.859936,1,1
-1.4449837,53.85923,1,1
-1.2625272,53.85825,1,1
-1.080083,53.856987,1,1
-0.8976543,53.85545,1,1
-0.71524405,53.853638,1,1
-0.5328553,53.851547,1,1
-0.35049114,53.84918,1,1
-0.16815458,53.84653,1,1
-2.907048,53.96496,1,1
-2.724132,53.966198,1,1
-2.541204,53.967163,1,1
-2.3582668,53.967846,1,1
-2.1753235,53.968254,1,1
-1.9923772,53.96838,1,1
-1.8094311,53.968227,1,1
-1.6264882,53.9678,1,1
-1.4435517,53.96709,1,1
-1.2606244,53.966106,1,1
-1.0777097,53.96484,1,1
-0.8948105,53.9633,1,1
-0.71193,53.961475,1,1
-0.52907115,53.959377,1,1
-0.3462371,53.956997,1,1
-6.5698314,53.989323,1,1
